"fire","maxTemp","minTemp","precipitation","wind","relativeHuditiy","solar","ndvi"
"No",22.04144444,6.683666667,0,3.076262911,0.579886242,30.29197438,0.439300001
"No",22.63933333,4.519777778,0.02975465,1.564036097,0.684534268,25.01266084,0.177100003
"No",15.20288889,5.149111111,1.190567405,2.292641715,0.91667512,15.84442071,0.218600005
"Yes",23.20033333,5.880666667,0.005722044,1.941378347,0.607824011,24.17408239,0.35679999
"No",21.10988889,6.338888889,0.524520762,2.085313313,0.72316636,23.28121336,0.488499999
"No",21.58855556,9.623,0.765419119,2.845273859,0.648261039,24.97313115,0.064400002
"No",13.35588889,8.237,2.47058862,2.915342048,0.964545751,10.57917478,0.27579999
"No",21.75466667,9.289888889,0.18653871,2.971340434,0.594266185,23.2007567,0.314300001
"No",17.80555556,8.902666667,1.581764496,3.322288612,0.826838239,21.4506563,0.194900006
"No",15.811,9.655111111,0.284385718,3.442635153,0.78051135,20.44614471,0.272000015
"No",9.869777778,6.424222222,1.710319764,2.783909792,0.976791876,6.33709418,0.594299972
"No",17.71422222,10.54888889,0.893401797,3.436798995,0.753803566,23.03813822,0.111100003
"No",12.39544444,7.893111111,1.118660074,3.140555852,0.893869424,12.96077072,0.324800014
"No",17.11788889,7.514555556,0.50392155,2.210317541,0.815533224,21.87637566,0.120499998
"No",10.46255556,6.058222222,0.955582199,1.861068682,0.972539637,8.86745646,0.566999972
"No",18.54377778,8.538333333,1.571846084,2.181110417,0.807612305,22.6040758,0.099200003
"No",15.53988889,7.155444444,0.937748558,2.154359996,0.863212275,16.7642621,0.089599997
"No",18.33277778,8.401444444,9.00955091,1.272709771,0.906450159,18.59634921,0.524999976
"No",16.79544444,6.997555556,0.638962185,1.313693679,0.937340478,16.62953266,0.385399997
"No",17.39033333,9.441666667,10.26802382,1.486236241,0.911183477,18.98328643,0.151800007
"Yes",18.67988889,8.314666667,2.470017761,1.601669254,0.845886501,22.30884352,0.122199997
"No",22.86444444,8.914777778,4.222775674,1.89757146,0.809112653,24.49009162,0.057599999
"No",18.92366667,5.589888889,6.864262343,2.009481916,0.913992009,21.3286173,0.426699996
"Yes",22.47144444,9.147222222,2.99863844,2.095031019,0.760462909,21.94099288,0.488599986
"No",19.23588889,6.813777778,8.805561476,2.10763938,0.864570063,24.64802865,0.532599986
"No",8.909444444,2.656222222,1.272011064,3.84634057,0.874819174,9.213811968,0.016899999
"No",4.894888889,1.783333333,0.969505863,3.032089757,0.935756673,9.046157124,0.510200024
"No",10.08855556,2.848555556,0.79345759,3.689357604,0.813724661,14.43167464,0.0832
"No",6.260666667,2.662666667,0.725174292,3.081114273,0.841635849,12.35476328,0.563399971
"No",9.593888889,2.068888889,0.159263622,1.805692616,0.759492836,22.42973768,0.568599999
"No",8.532777778,1.986111111,0.391769341,1.229530805,0.879323244,18.22435589,0.197899997
"No",11.37255556,1.753444444,0.068855269,1.79626969,0.696943365,25.56041074,0.572799981
"No",10.72455556,2.581666667,0.221824658,1.502479602,0.733027643,24.30121957,0.179900005
"No",16.342,0.340333333,0.023651124,2.124452593,0.719303612,29.65537942,0.730400026
"No",16.33366667,-1.336777778,1.079369138,1.457089438,0.831673953,30.43268294,0.25999999
"No",16.42133333,1.441444444,0.073623638,2.283095313,0.675875262,29.59106814,0.706399977
"No",15.80422222,0.749888889,1.343917807,1.730897546,0.739411295,27.99736426,0.076499999
"No",17.58333333,5.822777778,0.157356288,1.732766871,0.726515874,23.69040032,0.028000001
"No",15.73688889,5.479222222,2.090073244,1.494745508,0.909647713,16.53445562,-2e-04
"No",19.39422222,6.301333333,0.049209616,1.495289168,0.658623777,24.9331319,0.062899999
"No",18.01844444,6.059444444,0.92687625,1.508076198,0.765027084,21.5468745,0.0142
"Yes",19.73511111,9.918111111,0.117492693,3.037665588,0.565386376,24.09892558,0.208299994
"No",21.27333333,7.480555556,0.958443345,2.959405959,0.750160451,30.05447364,0.33160001
"No",18.09222222,10.24922222,0.877189632,3.10040077,0.578812305,17.90075846,0.141599998
"No",18.74133333,8.892444444,0.241279575,3.583258011,0.610110461,26.68145728,0.161400005
"No",25.41366667,9.901,0.03738402,3.593038985,0.594047174,30.4799636,0.682099998
"Yes",25.81222222,7.851777778,0.001525878,3.205608954,0.68903917,29.54071312,0.583999991
"No",25.495,9.219555556,0.144195542,3.74372357,0.596009806,30.08542624,0.496800005
"No",26.08966667,8.719777778,0,3.607202781,0.617677405,29.487064,0.370000005
"No",25.88888889,13.32333333,0.969314371,3.706290747,0.59706782,26.81977854,0.583500028
"No",24.067,12.38955556,1.852417042,3.47086482,0.720555707,25.52876344,0.425199986
"No",24.31744444,13.60822222,1.069641152,3.527834634,0.621127129,25.68530178,0.368200004
"No",21.37977778,12.977,0.47950749,3.271353866,0.635413873,21.14601278,0.198300004
"No",20.29977778,12.92144444,3.976440316,1.855628262,0.769632906,13.67683464,0.048799999
"No",22.36233333,12.50011111,1.157188982,1.246708421,0.640103106,16.55289838,0.093199998
"No",23.77188889,13.119,0.828934192,1.175884839,0.646688929,19.8274067,0.069399998
"No",22.12677778,11.68255556,0.062942526,1.234528069,0.559024423,17.16263836,0.124200001
"No",23.47488889,12.26788889,0.037384054,1.293232003,0.505054656,20.96434937,0.588199973
"No",21.53255556,12.78377778,0.094985995,1.895151436,0.504272329,17.20285016,0.534300029
"No",22.76411111,10.95666667,0.001144409,1.669841652,0.445279489,25.13984193,0.346199989
"No",21.376,12.81466667,0.021743781,2.10476691,0.440059272,18.996043,0.41139999
"No",23.04544444,11.28011111,0,2.441561395,0.453283975,25.51572447,0.0902
"No",23.09055556,9.619222222,0,2.063881264,0.486028546,29.82711159,0.4472
"No",22.93511111,11.10244444,0,2.746109415,0.440110486,26.52939358,0.134599999
"Yes",22.71011111,8.908,0,2.326726513,0.473240384,30.19272541,0.440899998
"No",20.00655556,10.621,0,3.734319317,0.424420229,30.68722962,0.620599985
"No",19.12611111,10.28633333,0,3.236966807,0.426999511,31.03075684,0.574000001
"No",21.51655556,12.51277778,0,3.446173778,0.399692724,30.47419268,0.5449
"No",20.27833333,11.03955556,0,3.092549353,0.408425842,31.03111366,0.617600024
"No",23.92922222,9.808444444,0.02822876,3.105505489,0.4346252,17.64935647,0.37349999
"No",22.67611111,9.345555556,0.052261368,3.132307327,0.440721746,17.06911092,0.606899977
"No",23.88744444,11.07266667,0.019454954,3.340322213,0.426650428,18.51167367,0.416099995
"No",22.231,10.804,0.036239617,3.741385348,0.425226637,23.50927248,0.317999989
"No",23.76044444,9.670666667,0,1.586687059,0.502991815,27.1742355,0.598399997
"No",22.74588889,9.017444444,0,1.265736968,0.510738196,25.62095752,0.681100011
"No",23.16377778,9.502444444,0,1.599587103,0.488025551,27.23537964,0.450199991
"No",21.68588889,8.537,0,1.367293287,0.503695883,24.79904882,0.644400001
"No",23.05833333,11.73422222,0.002670289,2.079540726,0.521985216,15.54286268,0.050700001
"No",22.17388889,11.57144444,0.394630616,2.656939145,0.48539786,16.77798758,0.131300002
"No",23.31488889,11.44388889,0.20847329,2.139827725,0.520322932,15.37581774,0.1338
"No",21.67133333,12.09677778,0.738906844,2.832757663,0.469337896,18.27506982,-0.0033
"No",19.62022222,10.56077778,0,3.394007192,0.423691452,31.67411292,0.728999972
"No",17.62588889,8.834111111,0,3.41139187,0.455979497,30.41535604,0.64200002
"Yes",19.39933333,10.35311111,0,3.398204071,0.409513646,31.53706216,0.648999989
"No",17.17844444,8.801,0,3.544087687,0.439724893,31.65638218,0.600000024
"No",20.53722222,5.918,0,1.975211476,0.473909083,31.0983728,-0.0104
"No",19.36788889,3.653111111,0,2.184169894,0.495151845,29.47691546,0.0162
"Yes",21.10522222,5.761333333,0,1.865964169,0.463283292,31.50516908,0.489600003
"No",20.00166667,3.550222222,0,2.227568618,0.470632109,31.28297628,0.033199999
"No",23.13111111,8.176666667,0,2.615478312,0.480195134,30.91986532,0.480300009
"No",21.39,7.04,0,2.619151127,0.492683132,30.76178088,0.585099995
"No",23.69466667,8.467333333,0,2.464279429,0.46535623,30.77755586,0.223700002
"No",22.706,7.789777778,0,2.644336665,0.477094332,29.92559376,0.540899992
"No",24.57277778,10.21977778,0.07705691,2.875224824,0.445818716,26.80886302,0.0623
"No",23.87866667,9.518666667,0.00038147,3.17849906,0.392106489,29.42296176,0.371499985
"No",23.59,10.96422222,0.683784743,3.002644949,0.529998101,22.69708884,0.2368
"No",24.442,9.896222222,0.072097737,3.346302591,0.424509928,28.7413048,0.231800005
"No",21.48722222,13.60966667,9.141350407,2.232075925,0.707876192,23.36128124,0.0262
"No",23.96177778,13.28988889,0.192451442,2.655152995,0.454200638,21.05940754,0.368600011
"No",20.53011111,12.56222222,15.9051889,1.79687064,0.840113251,24.61961362,0.115900002
"No",22.45133333,13.51444444,2.688216197,2.60375337,0.533340328,21.96431082,0.199699998
"No",21.71133333,12.85744444,3.388785091,2.71046436,0.637560663,16.94725448,0.065399997
"No",22.56488889,13.09711111,0.912666366,2.631188597,0.52206167,19.5506868,0.169
"No",21.38333333,12.915,2.700614621,3.047217767,0.678430268,17.378162,0.092200004
"No",23.152,13.46166667,0.454330607,3.190569283,0.549665861,20.56688246,0.249300003
"No",20.68511111,11.76477778,1.289558323,3.459423973,0.481665578,13.73702484,0.082900003
"No",20.61244444,9.987888889,0.127029406,3.38532921,0.461508912,16.89053708,0.543099999
"No",21.01977778,12.06433333,5.169486086,3.984172758,0.561800314,16.50357882,0.257499993
"No",20.28066667,12.03744444,0.589370814,3.844850713,0.499797917,10.19613258,0.083800003
"No",19.74366667,7.605333333,26.16881822,5.446260826,0.790909443,19.93361789,0.638000011
"No",19.07288889,8.151,8.919906906,5.106338665,0.756548699,12.37619839,0.112400003
"No",20.80822222,7.807777778,21.21544243,5.466025317,0.811588615,18.56686254,0.239999995
"No",19.65511111,8.302888889,9.21840726,5.202405423,0.812830108,10.43045035,0.0207
"No",20.721,10.11688889,2.334881414,5.091366226,0.714624341,18.19718586,0.499500006
"No",21.70133333,10.45588889,1.38921729,5.117994108,0.651934084,20.22757374,0.59009999
"No",19.28855556,10.65922222,1.9744877,4.661034635,0.775548165,14.7083193,0.157299995
"No",20.47666667,10.03422222,0.8451466,5.069501916,0.716711006,18.40787324,0.361099988
"No",22.117,13.26022222,0.728798046,3.084984104,0.576893754,29.54121982,0.648999989
"No",22.54488889,14.75466667,0.724410979,3.407505258,0.536671718,29.5321527,0.638800025
"No",21.22877778,12.468,0.149726924,3.008018192,0.573509148,30.0735556,0.537699997
"No",21.25077778,14.00811111,0.385093916,3.569414918,0.530432899,30.2749635,0.633099973
"No",24.49511111,12.94088889,3.61347243,2.251859073,0.471937278,26.46818514,-0.1171
"No",24.30266667,11.88811111,0.053024296,2.105592444,0.424145625,25.61503212,-0.061700001
"No",25.91611111,11.63177778,2.557373204,1.60882582,0.473486629,25.61143398,0.0392
"No",24.77966667,11.23611111,0.16918176,1.829373939,0.412028594,24.24849368,-0.049600001
"No",21.99366667,13.67655556,6.956099755,3.677217385,0.698167884,25.35009128,0.334899992
"No",22.46955556,13.59788889,2.217197544,3.364871198,0.643943728,20.4856806,0.085500002
"No",21.00033333,13.12855556,5.465792512,3.868274858,0.704205274,24.8740845,0.096799999
"No",20.83255556,13.18855556,4.364776968,3.581374578,0.670407867,22.52979572,-0.0111
"No",21.24111111,11.81455556,0.090599058,3.396854649,0.607496603,26.75505826,0.409000009
"No",19.665,11.731,0.022888182,3.482047223,0.577121299,20.78288878,0.140799999
"No",21.13177778,11.28144444,0.09803774,3.43703008,0.611247774,25.53460648,0.112499997
"No",19.26411111,11.38033333,0.061416678,3.451943973,0.598863777,19.30975528,0.143800005
"No",20.40033333,11.53633333,1.508331021,2.061946354,0.677914785,17.56311097,0.046
"No",20.93055556,10.62511111,0.177574138,2.298053307,0.563385788,17.9324303,0.100100003
"No",21.22688889,11.124,1.151084986,2.115166448,0.665606476,19.78451141,0.066299997
"No",20.93733333,10.44555556,0.004959107,2.745109052,0.563928283,19.21810186,0.199499995
"No",15.72844444,12.23433333,0.12340545,3.086400201,0.651672581,10.98832976,0.037500001
"No",14.87233333,11.58266667,0.164604172,3.073296993,0.637096847,9.315675488,0.051899999
"No",15.27322222,12.20222222,0.24738322,2.941392003,0.66259826,10.3694199,0.083499998
"No",13.95222222,11.07022222,0.379943998,3.151027971,0.673741944,9.88718636,0.197500005
"No",16.15477778,9.999888889,0.366211079,3.123956368,0.664656794,11.97228382,0.144999996
"No",16.52133333,9.840444444,0.597190769,3.422464465,0.636267744,9.9323692,-0.0207
"No",16.54811111,9.735333333,0.160121914,3.061053941,0.655899059,11.62212724,0.461299986
"No",16.52988889,9.421,0.43325428,3.518731669,0.638495949,10.60124356,0.078100003
"No",21.33888889,10.46388889,0.222206168,3.377876327,0.585185288,17.47038375,0.289799988
"No",21.36877778,10.70566667,0.264358728,3.650206163,0.548645635,19.29109814,0.153600007
"No",22.01722222,9.984777778,0.128555314,3.322290869,0.565692611,19.42109281,0.273200005
"No",21.52844444,10.35722222,0.51250471,3.674170701,0.542824137,21.8954896,0.495099992
"No",23.86466667,8.807888889,2.536584851,2.393818267,0.595950081,16.62833964,0.388599992
"No",23.05255556,9.274444444,0.058937108,2.349116643,0.558520242,12.39561226,-0.190400004
"No",24.14911111,9.053222222,3.05061306,2.480220561,0.587124116,16.49213664,0.162499994
"No",23.31333333,9.148333333,0.054550222,2.763860187,0.526596735,16.1441125,0.568799973
"No",18.27266667,8.985666667,2.75134807,3.627386146,0.575661849,27.18958434,0.1928
"No",17.43044444,9.321888889,0.019073514,4.003071725,0.463508665,22.85808498,0.0473
"No",18.72277778,8.905555556,0.975990547,3.455573812,0.557939954,29.77459958,0.097099997
"Yes",17.68566667,9.019888889,0.010871874,3.923879162,0.453540571,25.59535736,0.035300002
"No",21.98911111,8.851666667,0,2.370423294,0.499339793,29.9411703,0.575699985
"No",23.57622222,8.983888889,0,2.330645668,0.451089392,29.77766662,0.204799995
"No",22.19755556,8.039222222,0,2.120571224,0.504018777,29.97807331,0.404100001
"No",23.26622222,8.383777778,0,2.202208644,0.447183479,29.93539286,0.354000002
"No",24.70188889,11.48511111,0,3.209575564,0.535222705,26.83805681,0.560100019
"No",25.42155556,12.24077778,0,3.155515641,0.493426224,28.04760442,0.550700009
"No",24.23144444,11.56477778,0,3.357809865,0.554563874,23.91819298,0.136199996
"No",25.00855556,12.65366667,0,3.505047069,0.487693251,27.71506911,0.0539
"No",20.52955556,13.67322222,5.019569523,4.151650228,0.766477796,11.31140547,0.056699999
"No",25.03044444,14.16933333,0.931167708,4.039354906,0.609642638,22.1497552,0.0722
"No",20.08733333,13.80933333,4.290961731,4.347133701,0.759225797,10.23375681,0.070200004
"No",24.551,14.38311111,0.711441021,4.483656857,0.585047544,21.31196158,0.0568
"No",22.73355556,12.36055556,6.235122942,1.791851135,0.752887206,24.00436868,0.0307
"No",20.43666667,14.23433333,4.806328759,2.786656571,0.758196105,18.01690612,0.079800002
"No",22.10488889,12.34244444,8.216095482,1.608031267,0.755593114,23.83511984,0.094499998
"No",20.87577778,14.21922222,3.866575982,2.895782489,0.736240384,18.6328935,0.147699997
"No",23.10366667,13.21944444,0.16136175,2.056118449,0.697148996,12.54320178,0.257800013
"No",24.65611111,13.66633333,0.142097509,1.972087768,0.593768704,15.81637379,0.043499999
"No",23.03822222,12.79222222,0.028228793,1.736683166,0.651341425,13.98276209,0.339300007
"No",24.40455556,13.321,0.047302297,1.730823184,0.543088995,14.03556188,0.041000001
"No",23.12877778,12.60088889,4.863167447,2.464446927,0.722379142,27.63630159,0.51700002
"No",21.60133333,12.81077778,5.195999561,2.721965242,0.731408285,26.13846421,0.122100003
"No",25.80333333,13.15522222,3.480148793,2.010454788,0.655965007,28.49638813,0.440899998
"No",22.81966667,13.224,7.1413048,2.692532629,0.702766065,26.83731572,0.42750001
"No",17.00755556,13.01233333,10.44197233,2.960711031,0.888109703,5.298374348,0.0221
"No",19.63733333,13.07111111,7.265854743,2.781961679,0.859401395,10.5283329,0.0139
"No",16.43011111,13.10066667,11.65561588,2.214507467,0.925040755,8.138124056,0.0471
"No",17.46055556,13.02366667,9.505462114,2.39182659,0.887558778,10.77021395,0.051800001
"No",20.54955556,12.26977778,2.567482951,1.66583522,0.846221441,15.89681343,0.627099991
"No",22.91488889,12.57811111,1.873779856,1.388035223,0.793756597,20.02612459,-0.0061
"No",20.62011111,12.69711111,2.192688577,1.779085623,0.840190697,12.57836339,0.204600006
"No",22.969,12.36155556,1.72901156,1.562950186,0.796379094,18.86584259,0.040399998
"No",22.26877778,12.00233333,2.766800179,1.292749261,0.752286435,24.0311572,0.011
"No",22.92444444,12.62966667,0.806617607,2.151448124,0.66704746,25.44783651,0.1461
"No",22.81666667,12.59944444,1.204490869,1.977815712,0.677825076,27.34837489,0.110100001
"No",22.15688889,13.16211111,0.221443235,2.632680932,0.650570941,27.7234716,0.194100007
"No",22.03555556,11.95322222,0.016212487,2.438154695,0.612625527,24.10013939,0.639299989
"No",21.81577778,10.57533333,0.063705471,1.953659971,0.606781474,18.7201935,0.313499987
"No",21.58711111,11.79688889,0,2.250640442,0.614551669,21.47600412,0.461199999
"No",21.33788889,10.438,0.011444091,1.824453967,0.609774627,15.44448677,0.0341
"No",22.20788889,15.24144444,0.132179278,1.118521208,0.601273339,13.343049,0.532800019
"No",22.273,11.75844444,0.811386154,1.127965147,0.621549664,14.03931924,-0.032400001
"No",21.78666667,14.731,1.078606187,0.962172766,0.625532078,15.14507463,0.095700003
"No",21.736,12.31088889,0.896072391,0.768859165,0.621011896,12.76831132,0.540700018
"No",23.91344444,12.44744444,1.021766852,0.648387625,0.629657522,14.03892484,0.063500002
"No",23.228,14.91622222,0.273895308,0.956182014,0.585104227,10.24456824,-0.0341
"No",23.717,14.06411111,0.080871646,0.826491477,0.597144684,13.7771941,0.376800001
"No",22.85655556,14.48988889,0.060844419,1.080867685,0.575710999,10.17248862,0.0858
"Yes",25.44266667,15.75555556,0,1.399422237,0.571634648,14.34188065,0.449900001
"No",24.64377778,16.01322222,0,1.391457749,0.545812082,12.37447529,0.059599999
"No",25.62533333,14.79644444,0,1.473013667,0.535812804,18.14751992,0.304100007
"Yes",25.26033333,16.08877778,0,1.618820008,0.511076001,16.54410636,0.184100002
"Yes",27.363,15.84477778,0.018119787,2.747113461,0.544257505,19.36840486,0.241500005
"No",27.30355556,16.14922222,0.040435803,2.779795994,0.520181885,10.98376968,0.176400006
"No",27.19166667,16.46433333,0.171470684,2.849952164,0.553024641,18.8556877,0.442900002
"No",27.04944444,16.26966667,0.331306476,2.926792898,0.524065005,11.94105838,0.114299998
"No",25.30522222,14.15655556,0.484371218,2.762311858,0.568138911,24.09856844,0.706200004
"No",25.82444444,13.78322222,1.051330228,2.819876468,0.536752203,25.9624011,0.415600002
"No",24.80122222,12.569,0.13694762,2.843253831,0.570997694,24.01998016,0.671599984
"No",25.292,12.78011111,0.113677983,2.883537743,0.519186752,24.05960006,0.0337
"No",24.71644444,11.58044444,0.429535026,1.940083059,0.584558528,19.78251181,0.309899986
"No",23.29977778,10.98277778,4.39472287,1.708957688,0.626065331,12.14435729,0.0297
"No",23.81044444,11.79033333,2.086067569,1.957167772,0.616527764,20.01412404,0.078100003
"No",21.66855556,11.25455556,3.582572618,1.82562449,0.648411452,11.47772543,0.0089
"No",20.58044444,11.18611111,1.890372944,3.272610663,0.735516268,24.41848789,0.0139
"No",19.71211111,9.538444444,1.010131865,2.886416688,0.788755312,18.73075003,0.0104
"No",21.265,11.173,0.606536878,3.174026734,0.744463358,22.03050496,0.109399997
"No",20.42655556,10.70388889,0.524139726,2.93233915,0.771314536,14.42104385,0.0601
"No",26.57777778,9.216777778,0,1.229831097,0.558265169,26.48836188,0.27579999
"No",25.505,7.551777778,0.024223324,1.274004486,0.573147633,25.66414974,-0.0078
"No",25.76033333,8.588888889,0,1.225415404,0.579636024,24.98845861,0.075000003
"No",25.03022222,7.897777778,0,1.453397169,0.516981495,22.19675031,0.01
"No",26.72644444,16.39566667,0.002288818,1.524509327,0.580413067,14.68755664,0.094999999
"No",25.82855556,16.54466667,0.003814696,1.331311327,0.558647468,9.123406604,0.162900001
"No",27.11422222,14.50366667,0.056457504,1.566088509,0.588499817,20.03485594,0.112099998
"No",25.80866667,15.23077778,0.00114441,1.414690785,0.557077066,11.65508332,0.228300005
"No",27.078,14.30155556,1.370334059,1.073045133,0.649333601,13.5578946,0.034600001
"No",27.18244444,16.648,1.28183362,1.165514386,0.612123502,11.34166917,-0.0287
"No",28.27966667,14.27922222,2.387141439,1.184009977,0.654337416,15.45422521,0.048900001
"No",27.84811111,15.00544444,1.796532419,1.316149131,0.60963714,11.13486789,-0.059300002
"No",21.653,15.85488889,24.09171902,2.246288123,0.878102834,23.04291708,-0.043400001
"No",23.58788889,16.27877778,21.3707051,1.944257253,0.774494791,19.94107572,0.0145
"No",22.87222222,15.41944444,16.60117801,1.946852638,0.840878359,22.7872962,0.0416
"No",24.02622222,15.56255556,11.60907883,2.053580086,0.718385475,18.6763375,-0.074500002
"No",26.505,12.956,0.068664628,1.232354246,0.618269073,22.90644996,0.264499992
"Yes",26.16566667,16.06877778,0.015258756,1.775424235,0.512493355,19.62035763,0.136299998
"No",26.10833333,12.72422222,0.124359088,1.418437948,0.598481635,24.20616912,0.149100006
"No",25.77433333,15.65922222,0.001144408,1.927487039,0.488553845,20.55638116,0.254700005
"No",25.46044444,18.19377778,0.149917606,1.927156325,0.583502244,8.67385721,0.154899999
"No",26.48588889,17.18355556,0.643921212,1.69130679,0.636454066,9.80808104,0.109700002
"No",25.92522222,17.67511111,0.095748862,1.931920769,0.568899705,12.04739291,0.308699995
"No",26.058,16.96755556,0.937652632,1.896892727,0.610589375,9.388529588,3e-04
"No",20.55366667,13.43788889,1.633834386,3.244270964,0.622764812,24.50241307,0.482800007
"Yes",19.90611111,13.19555556,0.217437755,3.443897924,0.55610383,26.05726259,0.588699996
"No",20.70677778,13.57144444,2.236557739,3.274933548,0.615657052,24.86056117,0.228599995
"No",19.70533333,12.889,0.612259022,3.594721377,0.536119321,26.14904304,0.277099997
"No",18.70888889,11.37322222,0.246810914,4.201242258,0.573274203,13.06551944,0.393400013
"No",17.87855556,9.866,0.394439726,4.365441324,0.554587982,14.51192594,0.620299995
"No",18.57444444,12.06666667,0.340652444,4.007771564,0.59467488,10.77403313,0.016899999
"No",17.71122222,10.93511111,0.388336194,4.35227982,0.583329105,12.64903618,0.033300001
"No",18.78622222,7.201888889,0,2.159723994,0.62786292,20.86421322,0.389899999
"No",19.56788889,5.708444444,0,2.040053084,0.516126025,25.03677518,0.147400007
"No",17.32188889,8.763777778,0.04615785,1.870737171,0.737903465,12.59908002,0.068099998
"No",18.17866667,6.828777778,0.004959107,1.946676878,0.597826321,17.58071508,0.175699994
"No",24.16077778,8.683555556,0,1.419324281,0.607919837,25.54858533,0.327600002
"No",23.60566667,7.847,0,1.73706582,0.581999758,24.27140932,-0.148100004
"No",24.08377778,7.488222222,0,1.60503726,0.626851381,25.46366284,0.108599998
"No",23.94877778,8.419,0,2.056635505,0.570773133,24.95305714,0.211300001
"No",20.75577778,14.20311111,1.214218129,3.130114179,0.750395321,12.44895386,-0.048
"No",22.88988889,13.46566667,0.12702939,3.007471379,0.638414309,11.8964076,0.014
"No",21.72555556,14.95611111,0.761794914,3.159894135,0.72198706,14.37908121,0.054099999
"No",21.44944444,14.47644444,1.844787114,2.939987014,0.670934265,10.70324842,0.0219
"No",16.443,13.12777778,1.64184541,2.581744568,0.901227814,5.49268652,-0.101400003
"No",15.702,12.73355556,0.715637168,2.791307164,0.845799784,6.58738151,-0.078699999
"No",19.56544444,13.97244444,0.738906694,2.520339254,0.83846348,9.42214336,-3e-04
"No",17.06655556,13.32977778,0.50888066,2.792130247,0.830077077,7.03586188,-0.054099999
"No",22.165,13.55166667,26.16958086,1.990954873,0.882541481,12.15862551,-0.0228
"No",19.03822222,11.58177778,14.38751128,1.929003572,0.900234091,10.03466814,-0.0107
"No",23.98622222,14.111,34.9914641,1.691861302,0.824934441,18.97741264,0.062700003
"No",21.72044444,12.035,14.82925433,1.932551053,0.829069422,16.649799,-0.0047
"No",25.06955556,13.19944444,0.206756553,1.953276899,0.715014579,20.33596986,-0.0228
"No",25.20933333,11.38111111,0.020980839,1.720910829,0.733577635,19.74267413,-0.0107
"No",25.293,13.85788889,0.342178298,1.948573959,0.688464995,18.57337012,0.062700003
"No",24.86266667,13.10855556,0.290679979,1.720870077,0.715493446,15.10563192,-0.0047
"No",24.56022222,15.18166667,0.397109887,1.82049032,0.717334241,21.19825263,0.094899997
"No",23.26422222,14.85966667,0.216674838,1.645325836,0.709164712,17.61268793,0.055199999
"No",24.302,15.20033333,2.249908324,1.576787253,0.748438717,20.89955685,0.234799996
"No",24.30255556,14.64944444,1.41983039,1.350039889,0.729375003,15.56933742,0.153300002
"No",23.89155556,15.09511111,3.410722079,1.298353814,0.733124208,22.50153646,0.234300002
"No",23.22055556,15.31988889,2.13584911,1.66151317,0.725157742,20.33243598,0.145300001
"No",24.27033333,14.38666667,0.781631468,1.631833546,0.700477707,22.4869187,0.354799986
"No",23.00455556,14.66811111,0.66909784,2.08124045,0.712892964,21.00936698,0.498699993
"No",16.51366667,11.67177778,1.333236749,4.383287133,0.833964831,5.297168006,0.075999998
"No",15.05477778,11.58777778,2.206420766,4.084344019,0.863113744,2.94783759,-0.0088
"No",16.724,12.84511111,0.731277514,4.381441069,0.776282402,5.795930836,0.190200001
"No",15.13777778,12.37377778,0.99411017,4.348848795,0.800129031,4.235894644,0.0016
"No",16.60188889,10.58877778,0.921630853,5.13537714,0.683982976,16.03068158,-0.0137
"No",16.19355556,9.609555556,0.693893458,4.907793201,0.651295381,18.34758762,-0.011
"No",18.08744444,11.49488889,0.346374458,5.039487633,0.601599055,21.08824469,0.149900004
"No",17.02477778,10.026,0.246810956,5.14226613,0.596584723,22.35652662,-0.0049
"No",16.90933333,7.974,0,4.016393811,0.519828378,23.65371273,0.653900027
"No",16.12177778,7.474666667,0,3.801752567,0.527347277,23.41004882,0.577600002
"No",17.24955556,7.591555556,0,3.788152461,0.49982052,23.82549917,0.557799995
"No",15.90688889,6.920222222,0,3.829581989,0.511057769,23.76826241,0.633700013
"No",16.93544444,5.340444444,0,2.553275044,0.54707284,20.07896854,-0.0078
"No",16.56266667,5.581333333,0,2.691710252,0.533817617,17.53561212,0.0142
"No",18.07922222,5.246666667,0,2.10997517,0.508026779,21.64373161,0.131500006
"No",16.70955556,5.246555556,0,2.396625727,0.509571401,19.42134376,0.0024
"No",16.80577778,5.942,0,2.491781714,0.497564234,22.79206888,-0.0078
"No",16.28422222,5.04,0,2.567765762,0.466713173,23.41237099,0.0142
"No",17.07666667,6.242777778,0,2.47075852,0.503637956,21.22067874,0.131500006
"No",16.51,5.331111111,0,2.541995319,0.448575368,23.12106272,0.0024
"No",18.93833333,4.806111111,0,1.592886851,0.462489678,23.34638251,0.46419999
"No",18.30211111,4.863555556,0,1.918062824,0.390265526,23.36456773,0.643000007
"No",19.35344444,4.771111111,0,1.45952363,0.503008654,23.11427692,0.461600006
"No",18.55166667,4.330444444,0,1.596450293,0.400856763,23.30823769,0.458799988
"No",21.67422222,9.299777778,2.268219214,2.704047909,0.665551772,13.70468796,-0.042199999
"No",20.85822222,7.902111111,6.988144746,2.620743235,0.677077054,10.34132008,-0.0091
"No",20.20688889,10.31766667,4.156112411,2.794548198,0.709455984,9.78389408,-0.059300002
"No",19.15855556,9.204888889,7.262039939,3.082863733,0.697383022,8.24057585,-0.017000001
"No",18.29277778,10.14133333,0.022125238,4.229371374,0.679383284,19.52345532,0.0581
"No",16.02055556,10.10177778,0.048065202,3.987135226,0.751986642,11.92481677,0.0374
